,,Week 14 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Ja'Vin Simpkins,Coastal Carolina,GaSt,CoastC,-,-,194,6.92,207,7.56,41.52,8.00,5.2,0.40,3.68,0.64,5.8,0.00
Aiden Calvert,Air Force,SDSU,AF,-,-,195,6.91,216,7.22,43.11,6.00,7.2,0.39,2.29,0.32,7.2,0.00
Lexington Joseph,Florida International,MiddTn,MiddTn,-,-,196,6.90,166,8.72,38.35,8.00,4.8,0.25,10.89,1.81,6.0,0.08
Leo Pulalasi,Washington State,Wyo,Wyo,-,-,197,6.86,182,8.34,39.36,7.00,5.6,0.25,9.47,1.48,6.4,0.08
Brandon Thomas,Memphis,Tulane,Mem,-,-,198,6.85,206,7.57,26.47,7.00,3.8,0.63,4.31,0.72,6.0,0.00
Jalen Hampton,Western Kentucky,JacSt,JacSt,-,-,199,6.84,189,8.07,36.08,8.00,4.5,0.24,12.73,1.22,10.4,0.08
Kenny Tracy,Miami (OH),BGSU,Mia-O,-,-,200,6.84,204,7.65,36.30,7.00,5.2,0.33,7.65,0.81,9.4,0.08
Cameron Davis,Washington,Oregon,Wash,-,-,201,6.83,185,8.20,34.49,7.00,4.9,0.26,13.32,1.37,9.7,0.09
Rahjai Harris,East Carolina,Navy,Navy,-,-,202,6.78,200,7.76,35.84,9.00,4.0,0.33,7.45,0.98,7.6,0.08
Jay Ducker,Sam Houston,Lib,Lib,-,-,203,6.76,210,7.37,38.00,10.00,3.8,0.43,3.48,0.61,5.7,0.00
Andrew Henry,New Mexico,Hawaii,NM,-,-,204,6.74,195,7.86,40.00,8.00,5.0,0.34,6.80,1.12,6.1,0.00
Eli Heidenreich,Navy,ECU,Navy,-,-,205,6.72,177,8.47,22.33,3.00,7.4,0.08,29.83,1.75,17.0,0.17
Kanye Udoh,Army,Tx-SA,Tx-SA,-,-,206,6.65,229,6.65,50.95,10.00,5.1,0.26,0.00,0.00,0.0,0.00
Myles Bailey,Central Michigan,NIU,CentMi,-,-,207,6.57,205,7.63,42.30,9.00,4.7,0.25,8.67,1.06,8.2,0.00
Demie Sumo-Karngbaye,Kentucky,Lou,Lou,-,-,208,6.56,193,7.96,36.89,7.00,5.3,0.25,8.89,1.40,6.4,0.08
CJ Campbell,Florida Atlantic,Tulsa,FlaAtl,-,-,209,6.50,228,6.83,39.08,6.00,6.5,0.41,1.62,0.32,5.1,0.00
Kaelon Black,Indiana,Purdue,Purdue,-,-,210,6.49,194,7.89,40.13,9.00,4.5,0.17,9.91,1.40,7.1,0.08
CJ Hester,Massachusetts,UConn,UConn,-,-,211,6.38,198,7.83,26.55,7.00,3.8,0.34,11.61,1.45,8.0,0.09
Shomari Lawrence,Florida International,MiddTn,MiddTn,-,-,212,6.38,219,7.03,39.92,10.00,4.0,0.33,4.18,0.66,6.3,0.00
Victor Rosa,UConn,UMass,UConn,-,-,213,6.36,212,7.34,43.30,9.00,4.8,0.24,5.76,0.97,5.9,0.00
Pat Garwo,Nevada,UNLV,Nevada,-,-,214,6.34,221,6.98,40.00,10.00,4.0,0.32,4.03,0.65,6.2,0.00
Quinten Joyner,USC,ND,ND,-,-,215,6.34,226,6.85,43.96,7.00,6.3,0.26,4.10,0.51,8.0,0.00
OJ Arnold,Georgia Southern,App,App,-,-,216,6.33,214,7.26,36.37,7.00,5.2,0.34,6.40,0.94,6.8,0.00
Bill Jackson,Tulsa,FlaAtl,FlaAtl,-,-,217,6.30,217,7.16,47.35,11.00,4.3,0.17,5.33,0.86,6.2,0.00
Bryce Duke,Old Dominion,ArkSt,ODU,-,-,218,6.24,225,6.89,32.91,7.00,4.7,0.32,5.39,0.64,8.4,0.08
Dawson Pendergrass,Baylor,Kansas,Kansas,-,-,219,6.22,215,7.25,30.31,7.00,4.3,0.32,8.03,1.03,7.8,0.08
Charlie Offerdahl,Colorado,OkSt,OkSt,-,-,220,6.20,208,7.51,32.99,7.00,4.7,0.26,7.96,1.31,6.1,0.09
George Pettaway,James Madison,Marsh,Marsh,-,-,221,6.18,223,6.96,35.96,8.00,4.5,0.34,5.25,0.77,6.8,0.00
Evan Pryor,Cincinnati,TCU,TCU,-,-,222,6.17,218,7.04,36.87,9.00,4.1,0.26,3.84,0.87,4.4,0.09
Marquese Williams,Akron,Toledo,Toledo,-,-,223,6.11,211,7.37,32.01,7.00,4.6,0.31,10.22,1.26,8.1,0.00
Ron Wiggins,Jacksonville State,WestKy,JacSt,-,-,224,6.10,227,6.84,35.81,7.00,5.1,0.33,5.70,0.73,7.8,0.00
Donerio Davenport,Louisiana Tech,KennSt,KennSt,-,-,225,6.05,224,6.94,35.64,7.00,5.1,0.24,5.55,0.89,6.2,0.08
Kendrick Raphael,North Carolina State,UNC,NCSU,-,-,226,6.02,222,6.97,41.37,9.00,4.6,0.17,8.48,0.95,8.9,0.00
Trey Cooley,Georgia Tech,UGa,GaTech,-,-,227,5.98,220,7.02,30.74,7.00,4.4,0.24,9.74,1.05,9.3,0.08
Emmett Johnson,Nebraska,Iowa,Neb,-,-,228,5.93,235,6.35,41.75,9.00,4.6,0.25,2.58,0.42,6.1,0.00
Gavin Garcia,Kent,Buff,KentSt,-,-,229,5.92,238,6.08,42.93,11.00,3.9,0.25,1.48,0.16,9.3,0.00
Coleman Bennett,Rice,USF,USF,-,-,230,5.82,196,7.85,25.97,7.00,3.7,0.24,17.58,2.03,8.7,0.00
Elijah Gilliam,Fresno State,UCLA,Fres,-,-,231,5.79,234,6.44,25.97,6.00,4.3,0.33,7.23,0.66,11.0,0.08
Alexander Diggs,Kennesaw State,LaTech,KennSt,-,-,232,5.77,237,6.12,38.51,8.00,4.8,0.26,3.34,0.35,9.5,0.00
Jadan Baugh,Florida,FlaSt,Fla,-,-,233,5.72,236,6.26,36.17,7.00,5.2,0.27,4.85,0.54,9.0,0.00
Zylan Perry,Louisiana-Lafayette,UL-Mon,UL-Laf,-,-,234,5.56,243,5.88,29.43,7.00,4.2,0.32,2.31,0.32,7.2,0.08
Branson Robinson,Georgia,GaTech,GaTech,-,-,235,5.52,241,5.93,26.80,5.00,5.4,0.41,3.77,0.41,9.2,0.00
Sy'veon Wilkerson,Georgia State,CoastC,CoastC,-,-,236,5.49,251,5.73,33.70,8.00,4.2,0.32,1.78,0.24,7.4,0.00
Kaleb Johnson,Iowa,Neb,Neb,-,-,237,5.48,244,5.82,36.42,9.00,4.0,0.25,3.06,0.34,9.0,0.00
Jaison Patterson,Bowling Green,Mia-O,Mia-O,-,-,238,5.45,213,7.28,19.08,5.00,3.8,0.17,15.42,1.83,8.4,0.17
Daelen Alexander,Rice,USF,USF,-,-,239,5.41,257,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Tyrell Robinson,Army,Tx-SA,Tx-SA,-,-,240,5.41,246,5.80,31.25,6.00,5.2,0.31,4.13,0.39,10.6,0.00
Rocko Griffin,UTSA,Army,Tx-SA,-,-,241,5.35,240,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,WashSt,Wyo,-,-,242,5.31,239,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Landon Sims,Hawaii,NM,NM,-,-,243,5.29,232,6.52,33.57,8.00,4.2,0.16,9.40,1.24,7.6,0.00
Javious Bond,East Carolina,Navy,Navy,-,-,244,5.22,231,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,FIU,MiddTn,-,-,245,5.20,245,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,BYU,Hou,-,-,246,5.19,242,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Yasin Wllis,Syracuse,Mia-Fl,Mia-Fl,-,-,247,5.17,249,5.74,32.31,7.00,4.6,0.24,4.72,0.57,8.3,0.00
Mike Washington,New Mexico State,UTEP,UTEP,-,-,248,5.14,248,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Oscar Adaway III,South Carolina,Clem,SCar,-,-,249,5.09,253,5.66,32.23,7.00,4.6,0.24,3.99,0.57,7.0,0.00
Jovantae Barnes,Oklahoma,LSU,Okla,-,-,250,5.07,247,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Terrence Gist,Air Force,SDSU,AF,-,-,251,5.03,269,5.03,34.19,7.00,4.9,0.27,0.00,0.00,0.0,0.00
Sutton Smith,Memphis,Tulane,Mem,-,-,252,5.02,230,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Joquez Smith,Temple,NorTx,NorTx,-,-,253,5.01,250,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Samuel Brown,Rutgers,MSU,Rut,-,-,254,4.98,260,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,Wyo,Wyo,-,-,255,4.96,252,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,NMSt,UTEP,-,-,256,4.96,261,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Jeremiah Cobb,Auburn,Ala,Auburn,-,-,257,4.93,254,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Deion Hankins,Texas State,USA,TxSt,-,-,258,4.88,259,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Brandon Chatman,Navy,ECU,Navy,-,-,259,4.85,233,6.46,17.97,5.00,3.6,0.08,20.34,1.61,12.6,0.08
Willie Shaw,Toledo,Akron,Toledo,-,-,260,4.81,256,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Keyon Mozee,Miami (OH),BGSU,Mia-O,-,-,261,4.80,262,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Jaylon Armstead,San Diego State,AF,AF,-,-,262,4.74,263,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,MissSt,MissSt,-,-,263,4.68,258,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,LSU,Okla,-,-,264,4.63,265,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,LaTech,KennSt,-,-,265,4.50,282,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,Tex,Tex,-,-,266,4.47,271,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,Ala,Auburn,-,-,267,4.46,267,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,Ill,Ill,-,-,268,4.46,255,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Daniyel Ngata,Washington,Oregon,Wash,-,-,269,4.42,266,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,Kty,Lou,-,-,270,4.41,278,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,USA,TxSt,-,-,271,4.40,276,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,UVa,UVa,-,-,272,4.37,270,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,USC,ND,-,-,273,4.31,275,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,SCar,SCar,-,-,274,4.31,264,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,SamHou,Lib,-,-,275,4.29,283,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,OkSt,OkSt,-,-,276,4.22,287,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,Missou,Ark,-,-,277,4.22,272,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,UConn,UConn,-,-,278,4.19,273,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,NCSU,NCSU,-,-,279,4.16,279,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,Purdue,Purdue,-,-,280,4.11,277,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,ArkSt,ODU,-,-,281,4.11,284,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,Stan,Stan,-,-,282,4.09,286,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,Kansas,Kansas,-,-,283,4.07,291,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,UAB,UAB,-,-,284,4.06,290,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,TexA&M,Tex,-,-,285,4.05,280,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,Pitt,Pitt,-,-,286,3.97,285,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,Neb,Neb,-,-,287,3.94,296,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,OreSt,OreSt,-,-,288,3.91,289,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,Tulsa,FlaAtl,-,-,289,3.86,268,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,WVU,WVU,-,-,290,3.86,293,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,Navy,Navy,-,-,291,3.81,288,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,KanSt,KanSt,-,-,292,3.80,298,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,GaSt,CoastC,-,-,293,3.76,281,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,Marsh,Marsh,-,-,294,3.75,300,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,PSU,MD,-,-,295,3.75,297,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,PSU,MD,-,-,296,3.74,299,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,UtahSt,UtahSt,-,-,297,3.73,301,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,Temple,NorTx,-,-,298,3.71,304,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,UL-Laf,UL-Laf,-,-,299,3.68,309,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,SouMis,SouMis,-,-,300,3.56,294,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,TxSt,TxSt,-,-,301,3.55,295,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,Wash,Wash,-,-,302,3.54,292,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,EastMi,EastMi,-,-,303,3.53,306,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,Nevada,Nevada,-,-,304,3.52,307,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,KentSt,KentSt,-,-,305,3.52,302,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,Ohio,BallSt,-,-,306,3.49,310,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,Wisc,Minn,-,-,307,3.38,321,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,KennSt,KennSt,-,-,308,3.36,308,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,Iowa,Neb,-,-,309,3.35,317,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,Vandy,Tenn,-,-,310,3.29,311,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,UtahSt,UtahSt,-,-,311,3.27,322,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,Akron,Toledo,-,-,312,3.26,318,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,NW,Ill,-,-,313,3.25,320,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,Miss,MissSt,-,-,314,3.25,316,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,Mem,Mem,-,-,315,3.23,303,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,GaSo,App,-,-,316,3.16,325,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,NorTx,NorTx,-,-,317,3.16,319,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,Wake,Duke,-,-,318,3.12,315,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,SMU,Cal,-,-,319,3.11,314,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,Colo,OkSt,-,-,320,3.09,329,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,UCF,Utah,-,-,321,3.07,340,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,VaTech,UVa,-,-,322,3.06,312,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,AF,AF,-,-,323,3.03,330,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,MiddTn,MiddTn,-,-,324,3.01,305,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,FIU,MiddTn,-,-,325,2.92,332,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,WestMI,EastMi,-,-,326,2.92,326,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,JacSt,JacSt,-,-,327,2.91,313,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,TexA&M,Tex,-,-,328,2.91,331,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,Tx-SA,Tx-SA,-,-,329,2.90,274,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Cam Barfield,Hawaii,NM,NM,-,-,330,2.88,323,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
Lloyd Avant,Tulsa,FlaAtl,FlaAtl,-,-,331,2.86,324,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,Ari,AriSt,-,-,332,2.83,327,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,Duke,Duke,-,-,333,2.79,345,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,JMU,Marsh,-,-,334,2.78,335,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,Okla,Okla,-,-,335,2.77,343,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,Stan,Stan,-,-,336,2.72,341,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,Fla,Fla,-,-,337,2.70,350,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,UNC,NCSU,-,-,338,2.70,328,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,MSU,Rut,-,-,339,2.67,337,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,SouMis,SouMis,-,-,340,2.67,333,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,NIU,CentMi,-,-,341,2.61,334,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,UMass,UConn,-,-,342,2.60,346,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,Wisc,Minn,-,-,343,2.60,336,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,Tex,Tex,-,-,344,2.59,338,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,Hou,Hou,-,-,345,2.57,351,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,Cin,TCU,-,-,346,2.57,356,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,SJSU,Stan,-,-,347,2.56,342,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,GaSo,App,-,-,348,2.48,360,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,NMSt,UTEP,-,-,349,2.41,358,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,Hawaii,NM,-,-,350,2.37,354,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,Rice,USF,-,-,351,2.37,348,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,KanSt,KanSt,-,-,352,2.35,339,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,Utah,Utah,-,-,353,2.35,344,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,Mem,Mem,-,-,354,2.34,361,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,NW,Ill,-,-,355,2.33,355,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,Minn,Minn,-,-,356,2.31,363,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,Wyo,Wyo,-,-,357,2.19,359,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,ColoSt,UtahSt,-,-,358,2.14,366,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,Mich,Mich,-,-,359,2.09,365,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,MD,MD,-,-,360,2.07,371,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,AF,AF,-,-,361,2.06,349,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,BC,Pitt,-,-,362,2.06,362,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,Mia-O,Mia-O,-,-,363,2.06,347,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,OhioSt,Mich,-,-,364,2.06,380,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,Clem,SCar,-,-,365,2.04,357,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,Tenn,Tenn,-,-,366,2.02,370,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,NM,NM,-,-,367,2.01,369,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Hinckley Ropati,BYU,Hou,Hou,-,-,368,2.00,353,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,Auburn,Auburn,-,-,369,1.95,377,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,Syr,Mia-Fl,-,-,370,1.93,374,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,Wisc,Minn,-,-,371,1.93,388,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,ND,ND,-,-,372,1.92,383,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,CentMi,CentMi,-,-,373,1.92,364,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,UCF,Utah,-,-,374,1.92,376,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,Missou,Ark,-,-,375,1.90,381,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,ODU,ODU,-,-,376,1.88,384,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,Lib,Lib,-,-,377,1.88,372,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,UCF,Utah,-,-,378,1.88,368,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,Troy,SouMis,-,-,379,1.86,375,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,Troy,SouMis,-,-,380,1.85,386,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,Buff,KentSt,-,-,381,1.84,385,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,Fla,Fla,-,-,382,1.80,367,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,BallSt,BallSt,-,-,383,1.78,389,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,Toledo,Toledo,-,-,384,1.76,379,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,Clem,SCar,-,-,385,1.76,352,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,EastMi,EastMi,-,-,386,1.72,373,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,UGa,GaTech,-,-,387,1.70,382,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
