,,Week 7 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
LV Bunkley-Shelton,Georgia Southern,Marsh,Marsh,-,-,194,5.53,169,9.06,41.85,3.53,11.9,0.22,0.00,0.00,0.0,0.00
Kevin Coleman,Mississippi State,UGa,MissSt,-,-,195,5.53,176,8.84,39.44,3.31,11.9,0.24,1.37,0.32,4.3,0.00
Kendrick Law,Alabama,SCar,SCar,-,-,196,5.48,189,8.52,39.84,3.03,13.1,0.25,0.25,0.08,3.1,0.00
Marlion Jackson,Louisiana Tech,MiddTn,MiddTn,-,-,197,5.46,198,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
Tylan Hines,Hawaii,Boise,Boise,-,-,198,5.45,168,9.13,38.80,3.68,10.5,0.24,1.28,0.32,4.0,0.00
Taji Johnson,Buffalo,Toledo,Toledo,-,-,199,5.45,196,8.38,33.79,2.93,11.5,0.34,0.00,0.00,0.0,0.00
Latrell Caples,Boise State,Hawaii,Boise,-,-,200,5.44,181,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Jared Brown,South Carolina,Ala,SCar,-,-,201,5.41,183,8.57,38.75,3.17,12.2,0.25,0.33,0.33,1.0,0.00
Chase Hendricks,Ohio,CentMi,Ohio,-,-,202,5.41,208,8.12,38.31,2.71,14.1,0.25,0.51,0.17,3.0,0.00
Reymello Murphy,Arizona,BYU,Ari,-,-,203,5.41,216,7.94,30.69,2.53,12.1,0.33,3.84,0.82,4.7,0.00
Colby Bowman,Utah State,UNLV,UNLV,-,-,204,5.40,202,8.26,37.95,2.86,13.3,0.27,0.00,0.00,0.0,0.00
Qian Magwood,Ball State,KentSt,BallSt,-,-,205,5.40,167,9.13,37.64,3.73,10.1,0.27,0.00,0.00,0.0,0.00
Matthew Golden,Texas,Okla,Tex,-,-,206,5.39,215,7.98,35.06,2.59,13.5,0.31,0.00,0.08,0.0,0.00
Gary Bryant Jr.,Oregon,OhioSt,OhioSt,-,-,207,5.38,229,7.70,34.84,2.32,15.0,0.29,1.55,0.29,5.3,0.00
Ryan Davis,New Mexico,AF,AF,-,-,208,5.37,172,8.90,43.15,3.53,12.2,0.18,0.00,0.00,0.0,0.00
Jordan Faison,Notre Dame,Stan,Stan,-,-,209,5.37,239,7.47,34.10,2.10,16.2,0.30,1.60,0.20,8.0,0.00
Montana Lemonious-Craig,Arizona,BYU,Ari,-,-,210,5.37,199,8.32,32.32,2.95,11.0,0.36,0.00,0.00,0.0,0.00
Dante Cephas,Kansas State,Colo,KanSt,-,-,211,5.36,209,8.11,37.17,2.75,13.5,0.25,1.42,0.33,4.3,0.00
Tyson Mobley,Liberty,FIU,FIU,-,-,212,5.33,261,6.96,31.45,1.64,19.2,0.36,0.00,0.00,0.0,0.00
Trech Kekahuna,Wisconsin,Rut,Wisc,-,-,213,5.28,182,8.58,36.70,3.30,11.1,0.27,0.00,0.00,0.0,0.00
Milan Tucker,Florida Atlantic,NorTx,NorTx,-,-,214,5.23,185,8.56,35.65,3.33,10.7,0.28,0.00,0.00,0.0,0.00
Trent Walker,Oregon State,Nevada,OreSt,-,-,215,5.22,193,8.49,36.29,3.28,11.1,0.26,0.34,0.09,3.8,0.00
Harvey Broussard,Louisiana-Lafayette,App,App,-,-,216,5.19,224,7.83,35.55,2.64,13.5,0.27,0.00,0.00,0.0,0.00
Gavin Blackwell,North Carolina,GaTech,GaTech,-,-,217,5.18,230,7.64,37.54,2.46,15.3,0.24,0.00,0.00,0.0,0.00
Mekhi Shaw,San Diego State,Wyo,SDSU,-,-,218,5.17,204,8.18,37.38,3.02,12.4,0.24,0.00,0.00,0.0,0.00
Luke Floriea,Kent,BallSt,BallSt,-,-,219,5.15,201,8.27,32.26,3.12,10.3,0.31,0.55,0.08,6.9,0.00
Horatio Fields,Wake Forest,Clem,Clem,-,-,220,5.12,217,7.90,34.54,2.78,12.4,0.28,0.00,0.00,0.0,0.00
Giles Jackson,Washington,Iowa,Wash,-,-,221,5.07,187,8.54,34.52,3.47,9.9,0.24,1.69,0.40,4.2,0.00
Will Pelissier,Wyoming,SDSU,SDSU,-,-,222,5.04,227,7.71,35.08,2.67,13.1,0.25,0.33,0.17,1.9,0.00
Lance LeGendre,Louisiana-Lafayette,App,App,-,-,223,4.98,236,7.50,34.17,2.52,13.6,0.26,0.00,0.00,0.0,0.00
Aaron Anderson,LSU,Miss,Miss,-,-,224,4.95,232,7.61,33.47,2.67,12.5,0.27,0.00,0.00,0.0,0.00
Duce Robinson,USC,PSU,PSU,-,-,225,4.95,270,6.66,34.95,1.70,20.6,0.24,0.00,0.00,0.0,0.00
Jyaire Shorter,Memphis,USF,Mem,-,-,226,4.95,238,7.48,29.88,2.53,11.8,0.33,0.00,0.00,0.0,0.00
Armani Winfield,Colorado State,SJSU,SJSU,-,-,227,4.95,213,8.01,38.43,3.06,12.6,0.19,0.00,0.00,0.0,0.00
Marc Britt,Louisiana-Monroe,SouMis,SouMis,-,-,228,4.94,235,7.53,32.50,2.59,12.5,0.28,0.19,0.09,2.1,0.00
Julian Gray,Liberty,FIU,FIU,-,-,229,4.94,266,6.77,29.17,1.83,15.9,0.33,0.25,0.08,3.1,0.00
Michael Mathison,Western Kentucky,UTEP,UTEP,-,-,230,4.94,214,8.01,34.92,3.06,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Canion,Liberty,FIU,FIU,-,-,231,4.91,271,6.64,27.27,1.73,15.8,0.36,0.00,0.00,0.0,0.00
Koby Drake,Memphis,USF,Mem,-,-,232,4.91,207,8.14,34.60,3.23,10.7,0.24,0.00,0.00,0.0,0.00
Ja'Cyais Credle,Georgia State,ODU,ODU,-,-,233,4.90,225,7.82,35.15,2.92,12.0,0.23,0.00,0.00,0.0,0.00
Eric Rivers,Florida International,Lib,FIU,-,-,234,4.89,223,7.84,34.10,2.95,11.6,0.25,0.00,0.00,0.0,0.00
Porter Rooks,Eastern Michigan,Mia-O,Mia-O,-,-,235,4.89,221,7.84,38.21,2.95,13.0,0.18,0.00,0.00,0.0,0.00
Christian Dremel,Rutgers,Wisc,Wisc,-,-,236,4.88,220,7.85,33.13,2.97,11.2,0.23,1.64,0.31,5.3,0.00
Dacari Collins,North Carolina State,Syr,Syr,-,-,237,4.84,257,7.07,32.44,2.22,14.6,0.27,0.00,0.00,0.0,0.00
Kody Epps,BYU,Ari,Ari,-,-,238,4.84,237,7.50,33.75,2.66,12.7,0.23,0.63,0.23,2.7,0.00
Carlos Hernandez,Washington State,Fres,WashSt,-,-,239,4.81,218,7.86,39.44,3.06,12.9,0.14,0.28,0.14,2.0,0.00
Iverson Hooks,UAB,Army,UAB,-,-,240,4.80,241,7.44,28.80,2.64,10.9,0.32,0.00,0.00,0.0,0.00
Prince Strachan,Boise State,Hawaii,Boise,-,-,241,4.76,282,6.38,33.77,1.62,20.8,0.23,0.00,0.00,0.0,0.00
Davon Wells,Louisiana-Monroe,SouMis,SouMis,-,-,242,4.75,231,7.62,32.79,2.87,11.4,0.25,0.00,0.00,0.0,0.00
Kyre Duplessis,Coastal Carolina,JMU,CoastC,-,-,243,4.74,219,7.85,35.16,3.11,11.3,0.16,2.38,0.98,2.4,0.00
Makai Jackson,Appalachian State,UL-Laf,App,-,-,244,4.74,249,7.22,36.00,2.48,14.5,0.19,0.00,0.00,0.0,0.00
Damien Alford,Utah,AriSt,Utah,-,-,245,4.73,255,7.08,33.18,2.35,14.1,0.24,0.00,0.00,0.0,0.00
Daejon Reynolds,Pittsburgh,Cal,Cal,-,-,246,4.73,228,7.70,33.28,2.97,11.2,0.23,0.00,0.00,0.0,0.00
Chuck Montgomery,Marshall,GaSo,Marsh,-,-,247,4.70,243,7.40,32.21,2.70,11.9,0.25,0.00,0.00,0.0,0.00
Frank Covey IV,Northwestern,MD,NW,-,-,248,4.67,222,7.84,36.09,3.18,11.3,0.18,0.00,0.00,0.0,0.00
Andre Greene,Virginia,Lou,Lou,-,-,249,4.66,233,7.61,36.72,2.95,12.4,0.16,0.00,0.00,0.0,0.00
Melquan Stovall,Arizona State,Utah,Utah,-,-,250,4.66,242,7.42,34.22,2.76,12.4,0.17,2.07,0.34,6.1,0.00
Cortez Braham,Nevada,OreSt,OreSt,-,-,251,4.65,252,7.19,32.14,2.54,12.7,0.24,0.08,0.08,1.0,0.00
Rawson MacNeill,Rice,Tx-SA,Tx-SA,-,-,252,4.63,234,7.58,35.63,2.95,12.1,0.18,0.00,0.00,0.0,0.00
Baylin Brooks,San Diego State,Wyo,SDSU,-,-,253,4.61,253,7.16,35.61,2.54,14.0,0.18,0.00,0.00,0.0,0.00
Myles Butler,Middle Tenn. St,LaTech,MiddTn,-,-,254,4.60,264,6.81,30.64,2.21,13.9,0.26,0.00,0.00,0.0,0.00
CJ Smith,Purdue,Ill,Purdue,-,-,255,4.59,259,7.03,33.09,2.45,13.5,0.21,0.00,0.00,0.0,0.00
Willie McCoy,UTSA,Rice,Tx-SA,-,-,256,4.55,254,7.15,28.37,2.60,10.9,0.28,0.37,0.28,1.3,0.00
Sterling Galban,Massachusetts,Missou,Missou,-,-,257,4.54,246,7.35,31.33,2.81,11.1,0.23,0.00,0.00,0.0,0.00
Donovan Ollie,Colorado State,SJSU,SJSU,-,-,258,4.51,247,7.33,35.40,2.82,12.6,0.16,0.00,0.00,0.0,0.00
Alex Perry,Hawaii,Boise,Boise,-,-,259,4.51,250,7.21,30.79,2.70,11.4,0.24,0.00,0.00,0.0,0.00
RJ Garcia,Bowling Green,NIU,NIU,-,-,260,4.49,248,7.31,34.35,2.82,12.2,0.16,0.89,0.24,3.7,0.00
Braylen Walker,Rice,Tx-SA,Tx-SA,-,-,261,4.49,285,6.37,28.03,1.88,14.9,0.28,0.00,0.00,0.0,0.00
Devin Boddie,Wyoming,SDSU,SDSU,-,-,262,4.48,244,7.39,32.64,2.91,11.2,0.18,1.27,0.27,4.7,0.00
Malcolm Johnson,Bowling Green,NIU,NIU,-,-,263,4.45,256,7.08,34.07,2.63,13.0,0.17,0.25,0.08,3.1,0.00
Josiah Freeman,Fresno State,WashSt,WashSt,-,-,264,4.43,269,6.69,28.61,2.26,12.7,0.26,0.00,0.00,0.0,0.00
Donovan Faupel,New Mexico State,JacSt,NMSt,-,-,265,4.39,276,6.51,25.10,2.12,11.8,0.31,0.00,0.00,0.0,0.00
Jake Smith,Arizona State,Utah,Utah,-,-,266,4.34,258,7.07,29.30,2.73,10.7,0.23,0.00,0.00,0.0,0.00
Titus Mokiao-Atimalala,UCLA,Minn,Minn,-,-,267,4.33,278,6.49,28.25,2.17,13.0,0.25,0.00,0.00,0.0,0.00
Reagan Ealy,Arkansas State,TxSt,ArkSt,-,-,268,4.29,280,6.43,31.72,2.14,14.8,0.19,0.00,0.00,0.0,0.00
Diante Vines,Old Dominion,GaSt,ODU,-,-,269,4.29,284,6.37,28.16,2.08,13.5,0.24,0.32,0.08,4.0,0.00
Jacob Bernard,Louisiana-Lafayette,App,App,-,-,270,4.28,245,7.37,38.26,3.09,12.4,0.08,0.00,0.00,0.0,0.00
Brionne Penny,James Madison,CoastC,CoastC,-,-,271,4.26,263,6.82,32.43,2.55,12.7,0.17,0.00,0.00,0.0,0.00
Chris Parker,Central Michigan,Ohio,Ohio,-,-,272,4.24,296,6.20,27.76,1.96,14.2,0.24,0.00,0.00,0.0,0.00
Gamarion Carter,Middle Tenn. St,LaTech,MiddTn,-,-,273,4.20,291,6.29,31.09,2.09,14.9,0.18,0.00,0.18,0.0,0.00
Trell Harris,Virginia,Lou,Lou,-,-,274,4.20,277,6.50,31.83,2.30,13.8,0.17,0.00,0.00,0.0,0.00
TreyShun Hurry,San Jose State,ColoSt,SJSU,-,-,275,4.20,260,6.96,31.64,2.76,11.5,0.17,0.00,0.00,0.0,0.00
Ja'Varrius Johnson,Central Florida,Cin,Cin,-,-,276,4.20,262,6.84,30.27,2.64,11.5,0.18,0.82,0.09,9.1,0.00
Jordan Mosley,Mississippi State,UGa,MissSt,-,-,277,4.20,283,6.38,29.91,2.18,13.7,0.18,1.18,0.27,4.4,0.00
Larry Simmons,Southern Miss,UL-Mon,SouMis,-,-,278,4.20,275,6.58,28.15,2.38,11.8,0.23,0.00,0.00,0.0,0.00
Nazeviah Burris,Florida International,Lib,FIU,-,-,279,4.18,288,6.34,32.16,2.16,14.9,0.16,0.00,0.00,0.0,0.00
Tony Johnson,Cincinnati,UCF,Cin,-,-,280,4.18,289,6.31,30.13,2.13,14.1,0.18,0.98,0.09,10.9,0.00
Raphael Williams,Pittsburgh,Cal,Cal,-,-,281,4.18,268,6.70,26.17,2.52,10.4,0.26,0.00,0.00,0.0,0.00
Adam Jones,Arkansas State,TxSt,ArkSt,-,-,282,4.17,307,6.00,31.67,1.83,17.3,0.17,0.00,0.00,0.0,0.00
Caleb Odom,Alabama,SCar,SCar,-,-,283,4.16,305,6.01,25.68,1.85,13.9,0.26,0.00,0.00,0.0,0.00
Jayden Thomas,Notre Dame,Stan,Stan,-,-,284,4.13,302,6.07,29.03,1.94,15.0,0.19,0.68,0.10,6.8,0.00
Gage Larvadain,South Carolina,Ala,SCar,-,-,285,4.09,286,6.36,29.27,2.27,12.9,0.18,0.73,0.18,4.1,0.00
Justin Bowick,Ball State,KentSt,BallSt,-,-,286,4.08,274,6.58,25.83,2.50,10.3,0.25,0.00,0.00,0.0,0.00
T.J. Jones,UAB,Army,UAB,-,-,287,4.05,317,5.64,24.62,1.59,15.5,0.26,0.00,0.00,0.0,0.00
Seth Anderson,Iowa,Wash,Wash,-,-,288,4.03,293,6.25,29.92,2.21,13.5,0.16,0.57,0.08,7.1,0.00
Keagan Johnson,Kansas State,Colo,KanSt,-,-,289,4.02,292,6.26,23.84,2.24,10.6,0.24,2.00,0.56,3.6,0.00
Alex Brown,Wyoming,SDSU,SDSU,-,-,290,4.01,295,6.22,24.77,2.21,11.2,0.26,0.00,0.00,0.0,0.00
Casey Cain,UNLV,UtahSt,UNLV,-,-,291,4.00,299,6.14,28.84,2.14,13.5,0.19,0.00,0.00,0.0,0.00
Nate McCollum,North Carolina,GaTech,GaTech,-,-,292,4.00,251,7.20,35.08,3.20,11.0,0.08,0.00,0.00,0.0,0.00
Dalton Stroman,Appalachian State,UL-Laf,App,-,-,293,4.00,330,5.42,25.50,1.42,18.0,0.24,0.32,0.08,4.0,0.00
Dalevon Campbell,South Carolina,Ala,SCar,-,-,294,3.96,301,6.09,33.96,2.13,15.9,0.09,0.27,0.09,3.0,0.00
Trebor Pena,Syracuse,NCSU,Syr,-,-,295,3.92,294,6.25,29.17,2.33,12.5,0.17,0.00,0.00,0.0,0.00
Kaden Saunders,Penn State,USC,PSU,-,-,296,3.92,320,5.61,20.23,1.69,12.0,0.31,0.46,0.08,5.8,0.00
Jordan Smith,New Mexico State,JacSt,NMSt,-,-,297,3.89,279,6.44,28.00,2.55,11.0,0.18,0.00,0.00,0.0,0.00
Isaiah Alston,Iowa State,WVU,IaSt,-,-,298,3.85,314,5.75,26.50,1.90,13.9,0.20,0.00,0.00,0.0,0.00
Dont'e Thornton Jr.,Tennessee,Fla,Fla,-,-,299,3.85,325,5.49,27.64,1.64,16.9,0.18,0.00,0.00,0.0,0.00
Emmett Mosley,Stanford,ND,Stan,-,-,300,3.84,304,6.01,27.17,2.17,12.5,0.17,1.25,0.17,7.4,0.00
Kordell David,New Mexico State,JacSt,NMSt,-,-,301,3.82,308,5.94,24.08,2.12,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Spencer,Minnesota,UCLA,Minn,-,-,302,3.82,315,5.74,23.76,1.92,12.4,0.24,0.00,0.00,0.0,0.00
Dane Pardridge,Northern Illinois,BGSU,NIU,-,-,303,3.81,306,6.00,26.67,2.19,12.2,0.19,0.00,0.00,0.0,0.00
Walker Merrill,Wake Forest,Clem,Clem,-,-,304,3.78,297,6.16,27.57,2.38,11.6,0.17,0.00,0.00,0.0,0.00
Jimmy Horn,Colorado,KanSt,KanSt,-,-,305,3.77,287,6.34,25.81,2.57,10.0,0.19,0.48,0.10,4.8,0.00
Marshaun Brown,Nevada,OreSt,OreSt,-,-,306,3.76,310,5.80,27.84,2.04,13.6,0.16,0.00,0.00,0.0,0.00
Darius Copeland,Liberty,FIU,FIU,-,-,307,3.73,350,4.93,14.90,1.20,12.4,0.10,10.40,2.30,4.5,0.10
Jadon Jackson,Kansas State,Colo,KanSt,-,-,308,3.73,329,5.43,22.90,1.70,13.5,0.20,2.40,0.40,6.0,0.00
Malikhi Miller,San Jose State,ColoSt,SJSU,-,-,309,3.71,273,6.58,31.57,2.87,11.0,0.09,0.00,0.00,0.0,0.00
Mookie Cooper,Missouri,UMass,Missou,-,-,310,3.70,272,6.63,36.71,2.93,12.5,0.00,0.27,0.09,3.0,0.00
Malik Elzy,Illinois,Purdue,Purdue,-,-,311,3.70,321,5.60,25.52,1.90,13.4,0.19,0.00,0.00,0.0,0.00
Octavian Smith,Maryland,NW,NW,-,-,312,3.69,281,6.39,27.06,2.70,10.0,0.16,0.32,0.16,2.0,0.00
Brandon Buckhaulter,UAB,Army,UAB,-,-,313,3.68,343,5.06,19.93,1.38,14.4,0.21,4.41,0.41,10.8,0.00
Rodney Harris,Ohio,CentMi,Ohio,-,-,314,3.68,311,5.80,27.02,2.12,12.7,0.16,0.00,0.00,0.0,0.00
Raylen Sharpe,Fresno State,WashSt,WashSt,-,-,315,3.67,324,5.55,23.25,1.88,12.4,0.22,0.00,0.00,0.0,0.00
Troy Omeire,Arizona State,Utah,Utah,-,-,316,3.66,323,5.57,21.58,1.92,11.2,0.25,0.00,0.00,0.0,0.00
Eamonn Dennis,Ohio,CentMi,Ohio,-,-,317,3.65,303,6.05,25.87,2.40,10.8,0.18,0.00,0.00,0.0,0.00
Javon Campbell,Louisiana-Monroe,SouMis,SouMis,-,-,318,3.64,318,5.64,24.95,2.00,12.5,0.19,0.00,0.00,0.0,0.00
Kenny Johnson,Pittsburgh,Cal,Cal,-,-,319,3.62,309,5.88,25.74,2.26,11.4,0.17,0.00,0.00,0.0,0.00
Dymere Miller,Rutgers,Wisc,Wisc,-,-,320,3.61,312,5.80,27.02,2.19,12.3,0.15,0.00,0.00,0.0,0.00
Silas Bolden,Texas,Okla,Tex,-,-,321,3.56,326,5.47,24.27,1.91,12.7,0.18,0.45,0.09,5.0,0.00
Michael Brown-Stephens,South Florida,Mem,Mem,-,-,322,3.56,322,5.60,25.36,2.04,12.4,0.17,0.00,0.00,0.0,0.00
Kyle Maxwell,Washington State,Fres,WashSt,-,-,323,3.56,339,5.17,25.56,1.61,15.9,0.17,0.00,0.00,0.0,0.00
Shadeed Ahmed,Louisiana Tech,MiddTn,MiddTn,-,-,324,3.54,319,5.63,23.83,2.09,11.4,0.17,1.13,0.61,1.9,0.00
Marcus Bellon,Nevada,OreSt,OreSt,-,-,325,3.54,298,6.16,30.16,2.62,11.5,0.08,0.33,0.08,4.1,0.00
Solomon Davis,Central Michigan,Ohio,Ohio,-,-,326,3.54,313,5.75,25.19,2.21,11.4,0.17,0.00,0.00,0.0,0.00
Koali Nishigaya,Hawaii,Boise,Boise,-,-,327,3.53,265,6.78,30.33,3.25,9.3,0.08,0.00,0.00,0.0,0.00
Jonah Panoke,Hawaii,Boise,Boise,-,-,328,3.53,290,6.30,26.08,2.77,9.4,0.15,0.00,0.00,0.0,0.00
Oran Singleton,Eastern Michigan,Mia-O,Mia-O,-,-,329,3.48,316,5.66,23.91,2.18,11.0,0.18,0.00,0.00,0.0,0.00
Davis Dalton,Southern Miss,UL-Mon,SouMis,-,-,330,3.47,337,5.21,20.53,1.74,11.8,0.24,0.00,0.00,0.0,0.00
Mikey Matthews,California,Pitt,Cal,-,-,331,3.47,267,6.72,29.33,3.25,9.0,0.08,0.33,0.08,4.1,0.00
Zavion Thomas,LSU,Miss,Miss,-,-,332,3.47,333,5.30,24.67,1.83,13.5,0.17,0.00,0.00,0.0,0.00
Malique Dieudonne,Western Michigan,Akron,Akron,-,-,333,3.39,300,6.14,28.92,2.75,10.5,0.08,0.00,0.00,0.0,0.00
Trent Hudson,Mississippi State,UGa,MissSt,-,-,334,3.38,345,5.03,24.45,1.65,14.8,0.15,0.30,0.08,3.8,0.00
Senika McKie,Coastal Carolina,JMU,CoastC,-,-,335,3.37,331,5.41,28.82,2.04,14.1,0.08,0.00,0.00,0.0,0.00
Bryce Farrell,Stanford,ND,Stan,-,-,336,3.35,327,5.43,19.85,2.08,9.5,0.08,4.46,1.38,3.2,0.08
Kamryn Perry,Miami (OH),EastMi,Mia-O,-,-,337,3.34,349,4.96,22.86,1.62,14.1,0.16,0.81,0.24,3.4,0.00
Jay Jay Etheridge,Kent,BallSt,BallSt,-,-,338,3.29,332,5.38,22.00,2.09,10.5,0.18,0.00,0.00,0.0,0.00
Marcus Sanders,Georgia Southern,Marsh,Marsh,-,-,339,3.28,346,4.98,23.62,1.69,14.0,0.15,0.00,0.00,0.0,0.00
Kyron Hudson,USC,PSU,PSU,-,-,340,3.27,341,5.07,20.70,1.80,11.5,0.20,0.00,0.00,0.0,0.00
Kobie Campbell,Rice,Tx-SA,Tx-SA,-,-,341,3.25,353,4.83,22.50,1.58,14.2,0.17,0.00,0.00,0.0,0.00
Moussa Barry,Western Kentucky,UTEP,UTEP,-,-,342,3.20,348,4.97,22.77,1.77,12.9,0.15,0.00,0.00,0.0,0.00
Preston Fox,West Virginia,IaSt,IaSt,-,-,343,3.20,347,4.98,25.78,1.78,14.5,0.09,0.56,0.19,2.9,0.00
Christian Leary,Georgia Tech,UNC,GaTech,-,-,344,3.19,342,5.07,21.26,1.89,11.2,0.17,0.34,0.17,2.0,0.00
Zeed Haynes,Syracuse,NCSU,Syr,-,-,345,3.18,362,4.64,22.05,1.46,15.1,0.16,0.00,0.00,0.0,0.00
Beau Sparks,Texas State,ArkSt,ArkSt,-,-,346,3.18,351,4.86,22.98,1.68,13.7,0.15,0.00,0.00,0.0,0.00
Spencer Curtis,Hawaii,Boise,Boise,-,-,347,3.13,328,5.43,26.21,2.30,11.4,0.09,0.00,0.00,0.0,0.00
Umari Hatcher,Syracuse,NCSU,Syr,-,-,348,3.10,359,4.67,21.98,1.58,13.9,0.15,0.00,0.00,0.0,0.00
Nic Trujillo,New Mexico,AF,AF,-,-,349,3.10,358,4.70,22.17,1.61,13.8,0.15,0.00,0.00,0.0,0.00
Brannon Spector,Jacksonville State,NMSt,NMSt,-,-,350,3.07,357,4.71,19.06,1.65,11.6,0.19,0.00,0.00,0.0,0.00
CJ Williams,Wisconsin,Rut,Wisc,-,-,351,3.07,334,5.26,24.95,2.19,11.4,0.10,0.00,0.00,0.0,0.00
Carl Chester,Marshall,GaSo,Marsh,-,-,352,3.06,344,5.06,25.84,2.00,12.9,0.08,0.00,0.00,0.0,0.00
Larry Stephens,Toledo,Buff,Toledo,-,-,353,3.06,356,4.75,21.38,1.69,12.7,0.15,0.00,0.00,0.0,0.00
Ian Strong,Rutgers,Wisc,Wisc,-,-,354,3.04,367,4.54,19.76,1.50,13.2,0.18,0.00,0.00,0.0,0.00
Demariyon Houston,Old Dominion,GaSt,ODU,-,-,355,3.02,360,4.65,19.89,1.63,12.2,0.17,0.00,0.00,0.0,0.00
Mycah Pittman,Utah,AriSt,Utah,-,-,356,3.01,338,5.17,24.33,2.17,11.2,0.08,0.75,0.25,3.0,0.00
Keshawn Brown,Massachusetts,Missou,Missou,-,-,357,2.95,336,5.22,24.00,2.27,10.6,0.09,0.00,0.00,0.0,0.00
Jaron Tibbs,Purdue,Ill,Purdue,-,-,358,2.93,352,4.84,23.82,1.91,12.5,0.09,0.00,0.00,0.0,0.00
Keelan Marion,BYU,Ari,Ari,-,-,359,2.90,372,4.44,17.34,1.54,11.3,0.07,2.93,0.73,4.0,0.07
Chance Morrow,Buffalo,Toledo,Toledo,-,-,360,2.90,371,4.44,19.77,1.54,12.8,0.15,0.00,0.00,0.0,0.00
Abdur-Rahmaan Yaseen,South Florida,Mem,Mem,-,-,361,2.87,340,5.09,28.71,2.22,12.9,0.00,0.00,0.00,0.0,0.00
Cade Harris,Air Force,NM,AF,-,-,362,2.86,411,3.27,12.67,0.42,30.2,0.08,5.92,0.83,7.1,0.08
Finn Hogan,Bowling Green,NIU,NIU,-,-,363,2.85,355,4.77,19.00,1.92,9.9,0.15,0.23,0.08,2.9,0.00
Mike Pettway,Jacksonville State,NMSt,NMSt,-,-,364,2.83,354,4.80,22.69,1.97,11.5,0.09,0.00,0.00,0.0,0.00
Brenen Thompson,Oklahoma,Tex,Tex,-,-,365,2.83,393,3.97,17.91,1.13,15.8,0.17,0.00,0.00,0.0,0.00
Rico Flores,UCLA,Minn,Minn,-,-,366,2.79,373,4.43,22.06,1.65,13.4,0.10,0.00,0.00,0.0,0.00
Tyler Griffin,Louisiana-Monroe,SouMis,SouMis,-,-,367,2.78,379,4.28,18.83,1.50,12.6,0.15,0.00,0.00,0.0,0.00
Arian Smith,Georgia,MissSt,MissSt,-,-,368,2.73,399,3.73,15.91,1.00,15.9,0.18,0.45,0.09,5.0,0.00
Tyler King,Wyoming,SDSU,SDSU,-,-,369,2.72,366,4.54,17.53,1.82,9.6,0.16,0.24,0.08,3.0,0.00
Troy Stellato,Clemson,Wake,Clem,-,-,370,2.72,335,5.25,22.29,2.53,8.8,0.08,0.00,0.00,0.0,0.00
Ahmari Huggins-Bruce,South Carolina,Ala,SCar,-,-,371,2.71,378,4.29,21.75,1.58,13.8,0.08,0.33,0.08,4.1,0.00
Javoni Gardere,UTEP,WestKy,UTEP,-,-,372,2.69,385,4.23,21.77,1.54,14.1,0.09,0.00,0.00,0.0,0.00
Jackson Meeks,Syracuse,NCSU,Syr,-,-,373,2.67,382,4.27,20.70,1.60,12.9,0.10,0.00,0.00,0.0,0.00
David Wells Jr.,Oregon State,Nevada,OreSt,-,-,374,2.67,374,4.41,20.90,1.74,12.0,0.10,0.00,0.00,0.0,0.00
Bugs Mortimer,Western Michigan,Akron,Akron,-,-,375,2.66,377,4.33,19.94,1.68,11.9,0.09,1.32,0.18,7.3,0.00
Jeremiah Noga,Oregon State,Nevada,OreSt,-,-,376,2.66,368,4.51,21.26,1.85,11.5,0.09,0.00,0.00,0.0,0.00
Jalen Johnson,Northern Illinois,BGSU,NIU,-,-,377,2.65,365,4.57,21.50,1.92,11.2,0.08,0.00,0.00,0.0,0.00
Otto Tia,Utah State,UNLV,UNLV,-,-,378,2.65,369,4.49,20.71,1.84,11.3,0.10,0.00,0.00,0.0,0.00
Emari White,UTEP,WestKy,UTEP,-,-,379,2.65,380,4.27,20.92,1.62,12.9,0.08,0.73,0.16,4.6,0.00
Chris Marshall,Boise State,Hawaii,Boise,-,-,380,2.64,400,3.64,16.42,1.00,16.4,0.17,0.00,0.00,0.0,0.00
Jordyn Tyson,Arizona State,Utah,Utah,-,-,381,2.64,364,4.60,21.89,1.96,11.2,0.08,0.00,0.00,0.0,0.00
Bryce Childress,Western Kentucky,UTEP,UTEP,-,-,382,2.60,375,4.37,20.74,1.76,11.8,0.09,0.00,0.00,0.0,0.00
Matthew Coleman,San Jose State,ColoSt,SJSU,-,-,383,2.59,381,4.27,20.65,1.68,12.3,0.09,0.00,0.00,0.0,0.00
Chimere Dike,Florida,Tenn,Fla,-,-,384,2.57,363,4.62,21.29,2.05,10.4,0.07,0.00,0.00,0.0,0.00
Loic Fouonji,Vanderbilt,Kty,Vandy,-,-,385,2.56,391,3.99,21.15,1.42,14.9,0.08,0.00,0.00,0.0,0.00
Terry Lockett,Eastern Michigan,Mia-O,Mia-O,-,-,386,2.56,361,4.64,19.91,2.09,9.5,0.09,0.43,0.09,4.8,0.00
Joseph Griffin,Wisconsin,Rut,Wisc,-,-,387,2.55,386,4.17,20.31,1.63,12.5,0.09,0.00,0.00,0.0,0.00
