,,Week 13 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Nicco Marchiol,West Virginia,UCF,UCF,-,-,195,0.75,195,0.75,5.00,0.00,0.00,10.0,5.50,1.50,3.7,0.00
AJ Padgett,Rice,UAB,Rice,-,-,196,0.75,196,0.75,6.00,0.13,0.00,9.5,0.13,0.25,0.5,0.00
Hunter Herring,Louisiana-Monroe,ArkSt,UL-Mon,-,-,197,0.74,197,0.74,6.53,0.06,0.06,12.3,2.41,0.53,4.5,0.00
Drew Pyne,Missouri,MissSt,Missou,-,-,198,0.74,198,0.74,7.73,0.09,0.00,12.1,0.64,0.36,1.8,0.00
Ajani Sheppard,Rutgers,Ill,Ill,-,-,199,0.73,199,0.73,6.50,0.00,0.00,13.0,4.67,1.17,4.0,0.00
Cole Ballard,Kansas,Colo,Colo,-,-,200,0.70,200,0.70,7.50,0.00,0.00,15.0,4.00,1.17,3.4,0.00
Jaylen Henderson,Texas A&M,Auburn,TexA&M,-,-,201,0.68,201,0.68,8.14,0.00,0.00,11.5,3.57,1.00,3.6,0.00
Zeon Chriss,Houston,Baylor,Baylor,-,-,202,0.65,202,0.65,7.43,0.00,0.00,13.0,3.57,0.71,5.0,0.00
Tahj Bullock,Akron,KentSt,Akron,-,-,203,0.62,204,0.62,6.06,0.06,0.06,11.4,1.47,0.47,3.1,0.00
Ahmad Haston,Massachusetts,UGa,UMass,-,-,204,0.62,203,0.62,6.76,0.06,0.06,10.4,1.18,0.47,2.5,0.00
Robby Ashford,South Carolina,Wof,Wof,-,-,205,0.60,205,0.60,5.63,0.00,0.00,11.3,3.75,0.88,4.3,0.00
Kevin Jennings,SMU,UVa,SMU,-,-,206,0.57,206,0.57,6.13,0.00,0.00,9.7,3.25,1.13,2.9,0.00
Braden Bohannon,Kennesaw State,FIU,FIU,-,-,207,0.55,207,0.55,7.09,0.00,0.00,12.9,2.64,0.73,3.6,0.00
JJ Kohl,Iowa State,Utah,IaSt,-,-,208,0.54,208,0.54,7.86,0.00,0.00,13.8,2.29,0.57,4.0,0.00
RJ Martinez,Texas State,GaSt,GaSt,-,-,209,0.54,209,0.54,7.88,0.00,0.00,12.5,2.25,0.50,4.5,0.00
Emmett Morehead,Old Dominion,Marsh,Marsh,-,-,210,0.53,210,0.53,6.65,0.06,0.00,12.5,0.29,0.12,2.4,0.00
Tommy Ulatowski,Kent,Akron,Akron,-,-,211,0.53,211,0.53,6.13,0.06,0.06,12.3,0.38,0.19,2.0,0.00
Zach Pyron,Georgia Tech,NCSU,NCSU,-,-,212,0.51,212,0.51,7.43,0.00,0.00,13.0,2.14,0.57,3.8,0.00
Sam Huard,Utah,IaSt,IaSt,-,-,213,0.50,213,0.50,7.47,0.06,0.06,12.7,-0.35,0.24,-1.5,0.00
Malachi Singleton,Arkansas,LaTech,LaTech,-,-,214,0.49,214,0.49,7.57,0.00,0.00,13.3,1.86,1.00,1.9,0.00
Tyriq Starks,Florida Atlantic,Char,Char,-,-,215,0.48,215,0.48,12.10,0.00,0.00,10.1,0.00,0.40,0.0,0.00
Hajj-Malik Williams,UNLV,SJSU,UNLV,-,-,216,0.48,216,0.48,8.00,0.00,0.00,14.0,1.57,0.57,2.8,0.00
Eli Holstein,Pittsburgh,Lou,Pitt,-,-,217,0.47,218,0.47,6.37,0.05,0.05,11.0,0.05,0.11,0.5,0.00
Timmy McClain,Arkansas State,UL-Mon,UL-Mon,-,-,218,0.47,217,0.47,8.43,0.00,0.00,14.8,1.29,0.43,3.0,0.00
John Alan Richter,Toledo,Ohio,Ohio,-,-,219,0.47,219,0.47,6.86,0.00,0.00,12.0,2.00,0.57,3.5,0.00
Jacurri Brown,Central Florida,WVU,UCF,-,-,220,0.46,220,0.46,6.57,0.00,0.00,9.3,2.00,0.57,3.5,0.00
Drew Viotto,Eastern Michigan,Buff,Buff,-,-,221,0.46,221,0.46,5.86,0.00,0.00,10.3,2.29,1.43,1.6,0.00
Evan Bullock,Louisiana Tech,Ark,LaTech,-,-,222,0.45,222,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
CJ Bailey,North Carolina State,GaTech,NCSU,-,-,223,0.44,223,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Walker Howard,Mississippi,Fla,Miss,-,-,224,0.44,224,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
Noah Kim,Coastal Carolina,GaSo,GaSo,-,-,225,0.43,225,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,Vandy,Vandy,-,-,226,0.42,226,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,Miss,Miss,-,-,227,0.40,227,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,ECU,ECU,-,-,228,0.40,228,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,NMSt,NMSt,-,-,229,0.40,229,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Trent Pearman,Clemson,Cit,Cit,-,-,230,0.39,230,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Casey Thompson,Oklahoma,Ala,Ala,-,-,231,0.39,231,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,Toledo,Ohio,-,-,232,0.39,232,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Joshua Wood,Fresno State,ColoSt,ColoSt,-,-,233,0.39,233,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,UNC,UNC,-,-,234,0.37,235,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,UL-Laf,Troy,-,-,235,0.37,234,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,SouMis,USA,-,-,236,0.36,237,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Brendan Sullivan,Iowa,MD,Iowa,-,-,237,0.36,236,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Tayven Jackson,Indiana,OhioSt,Ind,-,-,238,0.34,238,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,Missou,Missou,-,-,239,0.34,239,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,JMU,JMU,-,-,240,0.34,240,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Marcos Davila,Purdue,MSU,Purdue,-,-,241,0.33,241,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Brayden Dorman,Arizona,TCU,Ari,-,-,242,0.32,242,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Tommy Schuster,Michigan State,Purdue,Purdue,-,-,243,0.32,243,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Ken Seals,TCU,Ari,Ari,-,-,244,0.32,244,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Zane Flores,Oklahoma State,TxTch,TxTch,-,-,245,0.30,246,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Donovan Leary,Illinois,Rut,Ill,-,-,246,0.30,248,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Drake Lindsay,Minnesota,PSU,PSU,-,-,247,0.30,247,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Gaston Moore,Tennessee,UTEP,UTEP,-,-,248,0.30,245,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
Jackson Brousseau,Colorado State,Fres,ColoSt,-,-,249,0.29,249,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Grant Gunnell,Sam Houston,JacSt,SamHou,-,-,250,0.28,252,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,BGSU,BGSU,-,-,251,0.28,251,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,CentMi,WestMI,-,-,252,0.28,250,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,Boise,Boise,-,-,253,0.27,253,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,TexA&M,TexA&M,-,-,254,0.26,254,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Maddox Kopp,Miami (OH),NIU,NIU,-,-,255,0.24,255,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Landry Lyddy,UAB,Rice,Rice,-,-,256,0.23,256,0.23,5.78,0.00,0.00,8.6,0.00,0.44,0.0,0.00
Ryan Staub,Colorado,Kansas,Colo,-,-,257,0.18,257,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,Tulsa,Tulsa,-,-,258,0.17,259,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Emory Williams,Miami,Wake,Wake,-,-,259,0.17,258,0.17,7.00,0.00,0.00,11.1,-1.13,0.38,-3.0,0.00
Haden Carlson,Florida International,KennSt,FIU,-,-,260,0.04,260,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
Clay Millen,Florida,Miss,Miss,-,-,261,0.00,261,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00
