,,Week 4 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
JJ Kohl,Iowa State,ArkSt,ArkSt,-,-,193,0.54,193,0.54,7.86,0.00,0.00,13.8,2.29,0.57,4.0,0.00
Tommy Ulatowski,Kent,PSU,KentSt,-,-,194,0.53,194,0.53,6.13,0.06,0.06,12.3,0.38,0.19,2.0,0.00
Zach Pyron,Georgia Tech,Lou,GaTech,-,-,195,0.51,195,0.51,7.43,0.00,0.00,13.0,2.14,0.57,3.8,0.00
Sam Huard,Utah,OkSt,Utah,-,-,196,0.50,196,0.50,7.47,0.06,0.06,12.7,-0.35,0.24,-1.5,0.00
Malachi Singleton,Arkansas,Auburn,Ark,-,-,197,0.49,197,0.49,7.57,0.00,0.00,13.3,1.86,1.00,1.9,0.00
Tyriq Starks,Florida Atlantic,UConn,FlaAtl,-,-,198,0.48,198,0.48,12.10,0.00,0.00,10.1,0.00,0.40,0.0,0.00
Eli Holstein,Pittsburgh,YSU,YSU,-,-,199,0.47,200,0.47,6.37,0.05,0.05,11.0,0.05,0.11,0.5,0.00
Timmy McClain,Arkansas State,IaSt,ArkSt,-,-,200,0.47,201,0.47,8.43,0.00,0.00,14.8,1.29,0.43,3.0,0.00
John Alan Richter,Toledo,WestKy,Toledo,-,-,201,0.47,199,0.47,6.86,0.00,0.00,12.0,2.00,0.57,3.5,0.00
Drew Viotto,Eastern Michigan,StF-Pa,StF-Pa,-,-,202,0.46,202,0.46,5.86,0.00,0.00,10.3,2.29,1.43,1.6,0.00
Evan Bullock,Louisiana Tech,Tulsa,Tulsa,-,-,203,0.45,203,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
CJ Bailey,North Carolina State,Clem,NCSU,-,-,204,0.44,204,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Walker Howard,Mississippi,GaSo,GaSo,-,-,205,0.44,205,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
Noah Kim,Coastal Carolina,UVa,UVa,-,-,206,0.43,206,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,UCLA,UCLA,-,-,207,0.42,207,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,MissSt,Fla,-,-,208,0.40,209,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,Wyo,Wyo,-,-,209,0.40,208,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,Duke,Duke,-,-,210,0.40,210,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,Navy,Mem,-,-,211,0.39,213,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Trent Pearman,Clemson,NCSU,NCSU,-,-,212,0.39,211,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Casey Thompson,Oklahoma,Tenn,Tenn,-,-,213,0.39,214,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,Kty,Ohio,-,-,214,0.39,212,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Joshua Wood,Fresno State,NM,Fres,-,-,215,0.39,215,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,MSU,MSU,-,-,216,0.37,217,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,FlaA&M,FlaA&M,-,-,217,0.37,216,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,App,USA,-,-,218,0.36,219,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Brendan Sullivan,Iowa,Minn,Iowa,-,-,219,0.36,218,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Tayven Jackson,Indiana,Char,Char,-,-,220,0.34,221,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,Fla,Fla,-,-,221,0.34,220,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,USA,USA,-,-,222,0.34,222,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Marcos Davila,Purdue,OreSt,Purdue,-,-,223,0.33,223,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Tommy Schuster,Michigan State,BC,MSU,-,-,224,0.32,225,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Ken Seals,TCU,SMU,TCU,-,-,225,0.32,226,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Demond Williams,Washington,NW,NW,-,-,226,0.32,224,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Zane Flores,Oklahoma State,Utah,Utah,-,-,227,0.30,230,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Donovan Leary,Illinois,Neb,Ill,-,-,228,0.30,229,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Drake Lindsay,Minnesota,Iowa,Iowa,-,-,229,0.30,228,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Gaston Moore,Tennessee,Okla,Tenn,-,-,230,0.30,227,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
Jackson Brousseau,Colorado State,UTEP,UTEP,-,-,231,0.29,231,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Micah Alejado,Hawaii,UNI,UNI,-,-,232,0.28,232,0.28,6.60,0.00,0.00,11.0,0.20,0.20,1.0,0.00
Grant Gunnell,Sam Houston,NMSt,NMSt,-,-,233,0.28,234,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,CentMi,BallSt,-,-,234,0.28,233,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Jayden Clemons,Wyoming,NorTx,Wyo,-,-,235,0.27,235,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,Ark,Ark,-,-,236,0.26,236,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Maddox Kopp,Miami (OH),ND,Mia-O,-,-,237,0.24,237,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Ryan Staub,Colorado,Baylor,Baylor,-,-,238,0.18,238,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,Mia-Fl,Mia-Fl,-,-,239,0.17,240,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Emory Williams,Miami,USF,Mia-Fl,-,-,240,0.17,239,0.17,7.00,0.00,0.00,11.1,-1.13,0.38,-3.0,0.00
Haden Carlson,Florida International,Monm,Monm,-,-,241,0.04,241,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
Clay Millen,Florida,MissSt,Fla,-,-,242,0.00,242,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00
