,,Week 6 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Daniyel Ngata,Washington,Mich,Mich,-,-,194,4.42,191,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,SMU,SMU,-,-,195,4.41,201,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,Troy,TxSt,-,-,196,4.40,199,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,Stan,VaTech,-,-,197,4.37,194,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Jay Haynes,Clemson,FlaSt,Clem,-,-,198,4.31,190,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Rashod Dubinion,Arkansas,Tenn,Tenn,-,-,199,4.22,196,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,NIU,UMass,-,-,200,4.19,197,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,Pitt,Pitt,-,-,201,4.16,202,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,NW,Ind,-,-,202,4.11,200,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,CoastC,ODU,-,-,203,4.11,205,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,Nevada,Nevada,-,-,204,4.09,207,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,IaSt,Baylor,-,-,205,4.07,211,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,ECU,ECU,-,-,206,4.06,210,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Alex Broome,Boston College,UVa,BC,-,-,207,3.97,206,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,OhioSt,Iowa,-,-,208,3.94,216,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,UtahSt,UtahSt,-,-,209,3.91,209,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Cam'Ron Valdez,Texas Tech,Ari,TxTch,-,-,210,3.86,213,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,Char,ECU,-,-,211,3.81,208,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,Baylor,Baylor,-,-,212,3.80,217,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,ODU,ODU,-,-,213,3.76,204,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,UL-Mon,JMU,-,-,214,3.75,218,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Kobe Johnson,Colorado State,OreSt,ColoSt,-,-,215,3.73,219,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
James Jones,Louisiana-Monroe,JMU,JMU,-,-,216,3.68,223,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,TxSt,TxSt,-,-,217,3.56,214,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,ArkSt,USA,-,-,218,3.55,215,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,MSU,MSU,-,-,219,3.54,212,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,BallSt,WestMI,-,-,220,3.53,221,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,Syr,Syr,-,-,221,3.52,222,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Charlie Spegal,Ball State,WestMI,WestMI,-,-,222,3.49,224,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,USC,USC,-,-,223,3.38,232,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Dante Dowdell,Nebraska,Rut,Rut,-,-,224,3.35,229,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,Ark,Tenn,-,-,225,3.29,225,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,OreSt,ColoSt,-,-,226,3.27,233,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,Mia-O,Mia-O,-,-,227,3.26,230,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Shaadie Clayton-Johnson,Tulane,UAB,Tulane,-,-,228,3.23,220,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,Marsh,App,-,-,229,3.16,235,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,UConn,Temple,-,-,230,3.16,231,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,GaTech,Duke,-,-,231,3.12,228,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,Mia-Fl,Mia-Fl,-,-,232,3.11,227,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,WVU,WVU,-,-,233,3.09,239,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Xavier Brown,Virginia,BC,BC,-,-,234,3.06,226,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,Hawaii,Hawaii,-,-,235,3.03,240,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Noah Short,Army,Tulsa,Army,-,-,236,2.90,198,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Cam Barfield,Hawaii,SDSU,Hawaii,-,-,237,2.88,234,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
Lloyd Avant,Tulsa,Army,Army,-,-,238,2.86,237,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,Kansas,Kansas,-,-,239,2.83,236,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,NCSU,Wake,-,-,240,2.79,250,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,App,App,-,-,241,2.78,243,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
Lamar Radcliffe,San Jose State,Nevada,Nevada,-,-,242,2.72,247,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,Clem,Clem,-,-,243,2.70,254,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,Wake,Wake,-,-,244,2.70,238,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,Neb,Rut,-,-,245,2.67,244,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,TxSt,TxSt,-,-,246,2.67,241,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Mel Brown,UConn,Temple,Temple,-,-,247,2.60,251,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,USC,USC,-,-,248,2.60,242,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,Missou,Missou,-,-,249,2.59,245,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Dominique Johnson,TCU,Hou,Hou,-,-,250,2.57,256,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,VaTech,VaTech,-,-,251,2.56,248,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,Marsh,App,-,-,252,2.48,259,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,SamHou,SamHou,-,-,253,2.41,258,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Jaylon Jackson,Iowa State,Baylor,Baylor,-,-,254,2.35,246,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,Fla,UCF,-,-,255,2.35,249,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,UAB,Tulane,-,-,256,2.34,260,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Cade Yacamelli,Wisconsin,Purdue,Purdue,-,-,257,2.31,262,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Jonathan Baird,Utah State,Boise,UtahSt,-,-,258,2.14,264,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,Iowa,Iowa,-,-,259,2.09,265,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,UCLA,UCLA,-,-,260,2.07,269,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,Hawaii,Hawaii,-,-,261,2.06,253,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,UNC,Pitt,-,-,262,2.06,261,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,Akron,BGSU,-,-,263,2.06,252,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,Wash,Mich,-,-,264,2.06,277,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,Miss,Miss,-,-,265,2.04,257,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,Ala,Ala,-,-,266,2.02,268,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,SDSU,Hawaii,-,-,267,2.01,267,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Richard Young,Alabama,Vandy,Ala,-,-,268,1.95,275,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,Cal,Mia-Fl,-,-,269,1.93,272,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,USC,USC,-,-,270,1.93,284,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,Minn,USC,-,-,271,1.92,280,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,UMass,UMass,-,-,272,1.92,263,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Braylen Russell,Arkansas,Tenn,Tenn,-,-,273,1.90,278,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,USA,USA,-,-,274,1.88,281,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,UTEP,SamHou,-,-,275,1.88,270,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
JQ Gray,Southern Miss,UL-Laf,UL-Laf,-,-,276,1.86,273,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,UL-Laf,UL-Laf,-,-,277,1.85,282,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Jaylin Lucas,Florida State,Clem,Clem,-,-,278,1.80,266,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Charles Kellom,Akron,BGSU,BGSU,-,-,279,1.76,276,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,Miss,Miss,-,-,280,1.76,255,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,BallSt,WestMI,-,-,281,1.72,271,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,Duke,Duke,-,-,282,1.70,279,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,Ari,TxTch,-,-,283,1.68,286,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,BC,BC,-,-,284,1.68,274,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,Pitt,Pitt,-,-,285,1.67,287,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,ColoSt,ColoSt,-,-,286,1.66,283,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Elijah Jackson,Purdue,Wisc,Purdue,-,-,287,1.58,285,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,AriSt,Kansas,-,-,288,1.48,288,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Durell Robinson,UConn,Temple,Temple,-,-,289,1.45,289,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,PSU,UCLA,-,-,290,1.39,292,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,BC,BC,-,-,291,1.32,290,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,UConn,Temple,-,-,292,1.27,291,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Myles Montgomery,Central Florida,Fla,UCF,-,-,293,1.13,293,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jaylen Anderson,West Virginia,OkSt,WVU,-,-,294,1.02,294,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,Wash,Mich,-,-,295,0.93,297,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,TexA&M,Missou,-,-,296,0.89,298,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,VaTech,VaTech,-,-,297,0.85,299,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,USC,USC,-,-,298,0.84,300,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Caleb Komolafe,Northwestern,Ind,Ind,-,-,299,0.81,295,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,Oregon,MSU,-,-,300,0.81,301,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,WVU,WVU,-,-,301,0.77,296,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Jeremiah Coney,Virginia Tech,Stan,VaTech,-,-,302,0.32,303,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,AF,Navy,-,-,303,0.28,302,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
Brandon Johnson,Arizona,TxTch,TxTch,-,-,304,0.00,305,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,TCU,Hou,-,-,305,0.00,307,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,Missou,Missou,-,-,306,0.00,304,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,Lou,SMU,-,-,307,0.00,306,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
