,,Week 2 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Caleb Komolafe,Northwestern,Duke,Duke,-,-,387,0.81,382,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,MD,MSU,-,-,388,0.81,389,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,Ark,Ark,-,-,389,0.77,383,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,Tulane,KanSt,-,-,390,0.52,390,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,Sac,Sac,-,-,391,0.51,391,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,Marsh,Marsh,-,-,392,0.32,393,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,Temple,Temple,-,-,393,0.28,392,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
CJ Baxter,Texas,Mich,Tex,-,-,394,0.00,395,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,NoAri,NoAri,-,-,395,0.00,396,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,Okla,Hou,-,-,396,0.00,399,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,McNe,McNe,-,-,397,0.00,394,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,Neb,Colo,-,-,398,0.00,397,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,BYU,BYU,-,-,399,0.00,398,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
