,,Week 3 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Evan Bullock,Louisiana Tech,NCSU,LaTech,-,-,194,0.45,194,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
CJ Bailey,North Carolina State,LaTech,LaTech,-,-,195,0.44,195,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Walker Howard,Mississippi,Wake,Miss,-,-,196,0.44,196,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
Noah Kim,Coastal Carolina,Temple,CoastC,-,-,197,0.43,197,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,SCar,LSU,-,-,198,0.42,198,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,TexA&M,TexA&M,-,-,199,0.40,199,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,TxTch,NorTx,-,-,200,0.40,200,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,WestKy,WestKy,-,-,201,0.40,201,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,FlaSt,Mem,-,-,202,0.39,203,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Casey Thompson,Oklahoma,Tulane,Tulane,-,-,203,0.39,204,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,MorgSt,MorgSt,-,-,204,0.39,202,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Joshua Wood,Fresno State,NMSt,NMSt,-,-,205,0.39,205,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,Missou,BC,-,-,206,0.37,207,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,Iowa,Troy,-,-,207,0.37,206,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,NWSt,NWSt,-,-,208,0.36,209,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Brendan Sullivan,Iowa,Troy,Troy,-,-,209,0.36,208,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Tayven Jackson,Indiana,UCLA,Ind,-,-,210,0.34,211,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,Toledo,Toledo,-,-,211,0.34,210,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,ECU,App,-,-,212,0.34,212,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Marcos Davila,Purdue,ND,ND,-,-,213,0.33,213,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Brayden Dorman,Arizona,KanSt,Ari,-,-,214,0.32,215,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Tommy Schuster,Michigan State,PVA&M,PVA&M,-,-,215,0.32,216,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Ken Seals,TCU,UCF,UCF,-,-,216,0.32,217,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Demond Williams,Washington,WashSt,WashSt,-,-,217,0.32,214,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Zane Flores,Oklahoma State,Tulsa,OkSt,-,-,218,0.30,219,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Donovan Leary,Illinois,CentMi,CentMi,-,-,219,0.30,220,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Drake Lindsay,Minnesota,Nevada,Nevada,-,-,220,0.30,221,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Gaston Moore,Tennessee,KentSt,KentSt,-,-,221,0.30,218,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
Jackson Brousseau,Colorado State,Colo,Colo,-,-,222,0.29,222,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Micah Alejado,Hawaii,SamHou,Hawaii,-,-,223,0.28,223,0.28,6.60,0.00,0.00,11.0,0.20,0.20,1.0,0.00
Grant Gunnell,Sam Houston,Hawaii,Hawaii,-,-,224,0.28,226,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,Mia-Fl,BallSt,-,-,225,0.28,224,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,B-C,B-C,-,-,226,0.28,225,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,BYU,BYU,-,-,227,0.27,227,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,NM,NM,-,-,228,0.26,228,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Maddox Kopp,Miami (OH),Cin,Cin,-,-,229,0.24,229,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Landry Lyddy,UAB,Ark,UAB,-,-,230,0.23,230,0.23,5.78,0.00,0.00,8.6,0.00,0.44,0.0,0.00
Ryan Staub,Colorado,ColoSt,Colo,-,-,231,0.18,231,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,SouMis,USF,-,-,232,0.17,233,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Emory Williams,Miami,BallSt,BallSt,-,-,233,0.17,232,0.17,7.00,0.00,0.00,11.1,-1.13,0.38,-3.0,0.00
Haden Carlson,Florida International,FlaAtl,FIU,-,-,234,0.04,234,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
Clay Millen,Florida,TexA&M,TexA&M,-,-,235,0.00,235,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00
