,,Week 12 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Noah Kim,Coastal Carolina,Marsh,CoastC,-,-,194,0.43,194,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,Fla,LSU,-,-,195,0.42,195,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,LSU,LSU,-,-,196,0.40,196,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,Tx-SA,NorTx,-,-,197,0.40,197,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Cade Cunningham,Memphis,UAB,UAB,-,-,198,0.39,199,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Trent Pearman,Clemson,Pitt,Clem,-,-,199,0.39,200,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Callum Wither,Ohio,EastMi,EastMi,-,-,200,0.39,198,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Grayson James,Boston College,SMU,BC,-,-,201,0.37,201,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,GaSo,Troy,-,-,202,0.37,202,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,UL-Laf,USA,-,-,203,0.36,203,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Marcos Davila,Purdue,PSU,PSU,-,-,204,0.33,204,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Brayden Dorman,Arizona,Hou,Hou,-,-,205,0.32,206,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Tommy Schuster,Michigan State,Ill,MSU,-,-,206,0.32,207,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Demond Williams,Washington,UCLA,UCLA,-,-,207,0.32,205,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Donovan Leary,Illinois,MSU,MSU,-,-,208,0.30,209,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Gaston Moore,Tennessee,UGa,Tenn,-,-,209,0.30,208,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
Jackson Brousseau,Colorado State,Wyo,Wyo,-,-,210,0.29,210,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Micah Alejado,Hawaii,UtahSt,Hawaii,-,-,211,0.28,213,0.28,6.60,0.00,0.00,11.0,0.20,0.20,1.0,0.00
Grant Gunnell,Sam Houston,KennSt,SamHou,-,-,212,0.28,214,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,Buff,BallSt,-,-,213,0.28,212,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,BGSU,WestMI,-,-,214,0.28,211,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,ColoSt,Wyo,-,-,215,0.27,215,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,UL-Mon,UL-Mon,-,-,216,0.26,216,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Maddox Kopp,Miami (OH),KentSt,KentSt,-,-,217,0.24,217,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Landry Lyddy,UAB,Mem,UAB,-,-,218,0.23,218,0.23,5.78,0.00,0.00,8.6,0.00,0.44,0.0,0.00
Ryan Staub,Colorado,Utah,Utah,-,-,219,0.18,219,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,Char,USF,-,-,220,0.17,220,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Haden Carlson,Florida International,JacSt,FIU,-,-,221,0.04,221,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
Clay Millen,Florida,LSU,LSU,-,-,222,0.00,222,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00
