,,Week 5 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Sy'veon Wilkerson,Georgia State,GaSo,GaSo,-,-,194,5.49,207,5.73,33.70,8.00,4.2,0.32,1.78,0.24,7.4,0.00
Jaison Patterson,Bowling Green,ODU,ODU,-,-,195,5.45,175,7.28,19.08,5.00,3.8,0.17,15.42,1.83,8.4,0.17
Daelen Alexander,Rice,Char,Char,-,-,196,5.41,210,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Tyrell Robinson,Army,Temple,Army,-,-,197,5.41,202,5.80,31.25,6.00,5.2,0.31,4.13,0.39,10.6,0.00
Rocko Griffin,UTSA,ECU,Tx-SA,-,-,198,5.35,197,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,AF,AF,-,-,199,5.31,196,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Javious Bond,East Carolina,Tx-SA,Tx-SA,-,-,200,5.22,190,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,Mem,MiddTn,-,-,201,5.20,201,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,IaSt,IaSt,-,-,202,5.19,199,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Yasin Wllis,Syracuse,HolyCr,HolyCr,-,-,203,5.17,206,5.74,32.31,7.00,4.6,0.24,4.72,0.57,8.3,0.00
Mike Washington,New Mexico State,NM,NM,-,-,204,5.14,204,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Jovantae Barnes,Oklahoma,Auburn,Okla,-,-,205,5.07,203,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Terrence Gist,Air Force,Wyo,AF,-,-,206,5.03,221,5.03,34.19,7.00,4.9,0.27,0.00,0.00,0.0,0.00
Sutton Smith,Memphis,MiddTn,MiddTn,-,-,207,5.02,189,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Joquez Smith,Temple,Army,Army,-,-,208,5.01,205,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Samuel Brown,Rutgers,Wash,Wash,-,-,209,4.98,213,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,Boise,WashSt,-,-,210,4.96,208,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Jeremiah Cobb,Auburn,Okla,Okla,-,-,211,4.93,209,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Deion Hankins,Texas State,SamHou,TxSt,-,-,212,4.88,212,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Brandon Chatman,Navy,UAB,Navy,-,-,213,4.85,191,6.46,17.97,5.00,3.6,0.08,20.34,1.61,12.6,0.08
Keyon Mozee,Miami (OH),UMass,UMass,-,-,214,4.80,214,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Jaylon Armstead,San Diego State,CentMi,SDSU,-,-,215,4.74,215,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,Kty,Kty,-,-,216,4.68,211,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Auburn,Okla,-,-,217,4.63,217,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,TN-Mar,TN-Mar,-,-,218,4.50,233,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,Ark,Ark,-,-,219,4.47,223,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,Okla,Okla,-,-,220,4.46,219,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Daniyel Ngata,Washington,Rut,Wash,-,-,221,4.42,218,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,ND,Lou,-,-,222,4.41,230,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,SamHou,TxSt,-,-,223,4.40,228,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,Mia-Fl,VaTech,-,-,224,4.37,222,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,Lou,Lou,-,-,225,4.31,227,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,Stan,Stan,-,-,226,4.31,216,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,App,Lib,-,-,227,4.29,234,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,UCF,Colo,-,-,228,4.22,237,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,TexA&M,Ark,-,-,229,4.22,224,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,Mia-O,UMass,-,-,230,4.19,225,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,Duke,UNC,-,-,231,4.16,231,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,MD,MD,-,-,232,4.11,229,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,BGSU,ODU,-,-,233,4.11,235,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Richard Reese,Baylor,BYU,BYU,-,-,234,4.07,241,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,Rice,Char,-,-,235,4.06,240,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,MissSt,MissSt,-,-,236,4.05,232,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,WestKy,WestKy,-,-,237,3.97,236,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Sire Gaines,Boise State,WashSt,WashSt,-,-,238,3.91,239,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,Wagner,Wagner,-,-,239,3.86,220,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,Cin,Cin,-,-,240,3.86,243,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,Tx-SA,Tx-SA,-,-,241,3.81,238,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,Hou,IaSt,-,-,242,3.80,247,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Tyler Purdy,James Madison,BallSt,BallSt,-,-,243,3.75,249,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,Ind,MD,-,-,244,3.75,246,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,Ind,MD,-,-,245,3.74,248,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Juwaun Price,North Texas,Tulsa,Tulsa,-,-,246,3.71,252,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,Troy,UL-Mon,-,-,247,3.68,257,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,UL-Mon,UL-Mon,-,-,248,3.56,244,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,LSU,USA,-,-,249,3.55,245,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,UCLA,Oregon,-,-,250,3.54,242,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,Marsh,WestMI,-,-,251,3.53,254,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,Fres,Fres,-,-,252,3.52,255,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,UConn,Buff,-,-,253,3.52,250,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,JMU,BallSt,-,-,254,3.49,258,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,Mich,Minn,-,-,255,3.38,265,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,FIU,LaTech,-,-,256,3.36,256,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,Purdue,Neb,-,-,257,3.35,262,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
Aidan Laughery,Illinois,PSU,Ill,-,-,258,3.25,264,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,Tex,MissSt,-,-,259,3.25,261,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,USF,USF,-,-,260,3.23,251,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,Lib,Lib,-,-,261,3.16,266,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,Army,Army,-,-,262,3.16,263,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,UNC,UNC,-,-,263,3.12,260,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Trent Howland,Oklahoma State,KanSt,OkSt,-,-,264,3.09,270,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,Ari,Ari,-,-,265,3.07,281,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Cam Davis,San Diego State,CentMi,SDSU,-,-,266,3.03,271,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,LaTech,LaTech,-,-,267,3.01,253,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,Mem,MiddTn,-,-,268,2.92,273,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,KentSt,EastMi,-,-,269,2.92,267,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,BC,WestKy,-,-,270,2.91,259,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,MissSt,MissSt,-,-,271,2.91,272,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,Temple,Army,-,-,272,2.90,226,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Lloyd Avant,Tulsa,NorTx,Tulsa,-,-,273,2.86,268,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
David Egbe,Wake Forest,UL-Laf,UL-Laf,-,-,274,2.79,285,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,WestMI,WestMI,-,-,275,2.78,277,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,USA,USA,-,-,276,2.77,283,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Kam Davis,Florida State,SMU,FlaSt,-,-,277,2.70,290,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,NIU,NIU,-,-,278,2.70,269,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,Wash,Wash,-,-,279,2.67,278,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,UL-Mon,UL-Mon,-,-,280,2.67,274,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,SDSU,SDSU,-,-,281,2.61,275,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,Buff,Buff,-,-,282,2.60,286,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,Mich,Minn,-,-,283,2.60,276,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,Ark,Ark,-,-,284,2.59,279,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,Baylor,BYU,-,-,285,2.57,291,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,Kansas,TCU,-,-,286,2.57,295,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,Clem,Stan,-,-,287,2.56,282,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,Lib,Lib,-,-,288,2.48,297,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Javen Jacobs,New Mexico,NMSt,NM,-,-,289,2.37,293,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,Tulane,USF,-,-,290,2.37,288,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,Hou,IaSt,-,-,291,2.35,280,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,Colo,Colo,-,-,292,2.35,284,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,USF,USF,-,-,293,2.34,298,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,PSU,Ill,-,-,294,2.33,294,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,USC,Wisc,-,-,295,2.31,299,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,Boise,WashSt,-,-,296,2.19,296,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
James Peoples,Ohio State,MSU,OhioSt,-,-,297,2.09,301,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,Ill,Ill,-,-,298,2.07,304,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,CentMi,SDSU,-,-,299,2.06,289,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Jamal Johnson,Bowling Green,ODU,ODU,-,-,300,2.06,287,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,Minn,Minn,-,-,301,2.06,311,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Hinckley Ropati,BYU,Baylor,BYU,-,-,302,2.00,292,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,UGa,UGa,-,-,303,1.95,309,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,VaTech,VaTech,-,-,304,1.93,307,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,Mich,Minn,-,-,305,1.93,315,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,Wisc,Wisc,-,-,306,1.92,313,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,NCSU,NIU,-,-,307,1.92,300,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,Ari,Ari,-,-,308,1.92,308,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,TexA&M,Ark,-,-,309,1.90,312,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Zach Hrbacek,Sam Houston,TxSt,TxSt,-,-,310,1.88,305,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,Ari,Ari,-,-,311,1.88,302,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
Curtis Douglas,Kent,EastMi,EastMi,-,-,312,1.84,314,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,SMU,FlaSt,-,-,313,1.80,303,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,Akron,Akron,-,-,314,1.78,316,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,Ohio,Akron,-,-,315,1.76,310,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Jaden Nixon,Western Michigan,Marsh,WestMI,-,-,316,1.72,306,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Cameron Dickey,Texas Tech,Cin,Cin,-,-,317,1.68,320,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Caleb Hood,North Carolina,Duke,UNC,-,-,318,1.67,321,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Terrance Gibbs,Georgia Southern,GaSt,GaSo,-,-,319,1.60,318,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,Neb,Neb,-,-,320,1.58,317,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,TCU,TCU,-,-,321,1.48,322,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,TxTch,Cin,-,-,322,1.46,319,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,Buff,Buff,-,-,323,1.45,323,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,Oregon,Oregon,-,-,324,1.39,326,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
EJ Wilson,Temple,Army,Army,-,-,325,1.27,324,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,AF,AF,-,-,326,1.20,328,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,Colo,Colo,-,-,327,1.13,327,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,Miss,Kty,-,-,328,1.11,325,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Tavierre Dunlap,Michigan,Minn,Minn,-,-,329,0.93,331,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Caleb Hampton,Stanford,Clem,Stan,-,-,330,0.85,332,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,Mich,Minn,-,-,331,0.84,333,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,Miss,Kty,-,-,332,0.84,330,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Brandon Tullis,Michigan State,OhioSt,OhioSt,-,-,333,0.81,334,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,KanSt,OkSt,-,-,334,0.77,329,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,OkSt,OkSt,-,-,335,0.52,335,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,UNLV,Fres,-,-,336,0.51,336,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,Mia-Fl,VaTech,-,-,337,0.32,338,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,UAB,Navy,-,-,338,0.28,337,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
CJ Baxter,Texas,MissSt,MissSt,-,-,339,0.00,340,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,Utah,Ari,-,-,340,0.00,341,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,IaSt,IaSt,-,-,341,0.00,343,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,Ark,Ark,-,-,342,0.00,339,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,UCF,Colo,-,-,343,0.00,344,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,FlaSt,FlaSt,-,-,344,0.00,342,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
