,,Week 9 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Jacurri Brown,Central Florida,BYU,BYU,-,-,194,0.46,195,0.46,6.57,0.00,0.00,9.3,2.00,0.57,3.5,0.00
Drew Viotto,Eastern Michigan,Akron,EastMi,-,-,195,0.46,194,0.46,5.86,0.00,0.00,10.3,2.29,1.43,1.6,0.00
Evan Bullock,Louisiana Tech,UTEP,UTEP,-,-,196,0.45,196,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
Walker Howard,Mississippi,Okla,Okla,-,-,197,0.44,197,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
AJ Swann,LSU,TexA&M,LSU,-,-,198,0.42,198,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
Cash McCollum,North Texas,Tulane,Tulane,-,-,199,0.40,200,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,JacSt,MiddTn,-,-,200,0.40,199,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,Char,Char,-,-,201,0.39,203,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Casey Thompson,Oklahoma,Miss,Okla,-,-,202,0.39,204,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,Buff,Buff,-,-,203,0.39,202,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Joshua Wood,Fresno State,SJSU,SJSU,-,-,204,0.39,201,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,Lou,Lou,-,-,205,0.37,205,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,ArkSt,Troy,-,-,206,0.37,206,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,UL-Mon,UL-Mon,-,-,207,0.36,207,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Brendan Sullivan,Iowa,NW,NW,-,-,208,0.36,208,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Tayven Jackson,Indiana,Wash,Wash,-,-,209,0.34,210,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,Ark,Ark,-,-,210,0.34,211,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,GaSt,GaSt,-,-,211,0.34,209,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Brayden Dorman,Arizona,WVU,WVU,-,-,212,0.32,212,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Tommy Schuster,Michigan State,Mich,MSU,-,-,213,0.32,214,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Ken Seals,TCU,TxTch,TxTch,-,-,214,0.32,215,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Demond Williams,Washington,Ind,Wash,-,-,215,0.32,213,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Zane Flores,Oklahoma State,Baylor,OkSt,-,-,216,0.30,217,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Donovan Leary,Illinois,Oregon,Ill,-,-,217,0.30,218,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Drake Lindsay,Minnesota,MD,MD,-,-,218,0.30,216,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Jackson Brousseau,Colorado State,NM,NM,-,-,219,0.29,219,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Micah Alejado,Hawaii,Nevada,Nevada,-,-,220,0.28,220,0.28,6.60,0.00,0.00,11.0,0.20,0.20,1.0,0.00
Grant Gunnell,Sam Houston,FIU,SamHou,-,-,221,0.28,223,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,NIU,NIU,-,-,222,0.28,222,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,KentSt,KentSt,-,-,223,0.28,221,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,UtahSt,UtahSt,-,-,224,0.27,224,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,Kty,Auburn,-,-,225,0.26,225,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Maddox Kopp,Miami (OH),CentMi,CentMi,-,-,226,0.24,226,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Ryan Staub,Colorado,Cin,Cin,-,-,227,0.18,227,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Emory Williams,Miami,FlaSt,FlaSt,-,-,228,0.17,228,0.17,7.00,0.00,0.00,11.1,-1.13,0.38,-3.0,0.00
Haden Carlson,Florida International,SamHou,SamHou,-,-,229,0.04,229,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
