,,Week 8 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Tommy Ulatowski,Kent,BGSU,KentSt,-,-,194,0.53,194,0.53,6.13,0.06,0.06,12.3,0.38,0.19,2.0,0.00
Zach Pyron,Georgia Tech,ND,ND,-,-,195,0.51,195,0.51,7.43,0.00,0.00,13.0,2.14,0.57,3.8,0.00
Sam Huard,Utah,TCU,TCU,-,-,196,0.50,196,0.50,7.47,0.06,0.06,12.7,-0.35,0.24,-1.5,0.00
Malachi Singleton,Arkansas,LSU,LSU,-,-,197,0.49,197,0.49,7.57,0.00,0.00,13.3,1.86,1.00,1.9,0.00
Tyriq Starks,Florida Atlantic,Tx-SA,FlaAtl,-,-,198,0.48,198,0.48,12.10,0.00,0.00,10.1,0.00,0.40,0.0,0.00
Hajj-Malik Williams,UNLV,OreSt,UNLV,-,-,199,0.48,199,0.48,8.00,0.00,0.00,14.0,1.57,0.57,2.8,0.00
Timmy McClain,Arkansas State,SouMis,ArkSt,-,-,200,0.47,200,0.47,8.43,0.00,0.00,14.8,1.29,0.43,3.0,0.00
John Alan Richter,Toledo,NIU,Toledo,-,-,201,0.47,201,0.47,6.86,0.00,0.00,12.0,2.00,0.57,3.5,0.00
Jacurri Brown,Central Florida,IaSt,UCF,-,-,202,0.46,202,0.46,6.57,0.00,0.00,9.3,2.00,0.57,3.5,0.00
Drew Viotto,Eastern Michigan,CentMi,CentMi,-,-,203,0.46,203,0.46,5.86,0.00,0.00,10.3,2.29,1.43,1.6,0.00
Evan Bullock,Louisiana Tech,NMSt,LaTech,-,-,204,0.45,204,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
CJ Bailey,North Carolina State,Cal,NCSU,-,-,205,0.44,205,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Noah Kim,Coastal Carolina,UL-Laf,UL-Laf,-,-,206,0.43,206,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,Ark,LSU,-,-,207,0.42,207,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,Kty,Kty,-,-,208,0.40,208,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,Mem,NorTx,-,-,209,0.40,209,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,KennSt,KennSt,-,-,210,0.40,210,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,NorTx,NorTx,-,-,211,0.39,212,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Trent Pearman,Clemson,UVa,UVa,-,-,212,0.39,211,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Casey Thompson,Oklahoma,SCar,SCar,-,-,213,0.39,213,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,Mia-O,Ohio,-,-,214,0.39,214,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Joshua Wood,Fresno State,Nevada,Fres,-,-,215,0.39,215,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,VaTech,BC,-,-,216,0.37,217,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,USA,Troy,-,-,217,0.37,216,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,Troy,Troy,-,-,218,0.36,219,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Brendan Sullivan,Iowa,MSU,Iowa,-,-,219,0.36,218,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Tayven Jackson,Indiana,Neb,Neb,-,-,220,0.34,221,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,TexA&M,TexA&M,-,-,221,0.34,220,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Marcos Davila,Purdue,Oregon,Oregon,-,-,222,0.33,222,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Brayden Dorman,Arizona,Colo,Colo,-,-,223,0.32,223,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Tommy Schuster,Michigan State,Iowa,Iowa,-,-,224,0.32,225,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Ken Seals,TCU,Utah,TCU,-,-,225,0.32,224,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Zane Flores,Oklahoma State,BYU,OkSt,-,-,226,0.30,227,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Donovan Leary,Illinois,Mich,Mich,-,-,227,0.30,228,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Gaston Moore,Tennessee,Ala,Ala,-,-,228,0.30,226,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
Jackson Brousseau,Colorado State,AF,ColoSt,-,-,229,0.29,229,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Micah Alejado,Hawaii,WashSt,Hawaii,-,-,230,0.28,230,0.28,6.60,0.00,0.00,11.0,0.20,0.20,1.0,0.00
Grant Gunnell,Sam Houston,WestKy,WestKy,-,-,231,0.28,233,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,Vandy,BallSt,-,-,232,0.28,231,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,Buff,WestMI,-,-,233,0.28,232,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,SJSU,Wyo,-,-,234,0.27,234,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,Missou,Auburn,-,-,235,0.26,235,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Maddox Kopp,Miami (OH),Ohio,Ohio,-,-,236,0.24,236,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Landry Lyddy,UAB,USF,UAB,-,-,237,0.23,237,0.23,5.78,0.00,0.00,8.6,0.00,0.44,0.0,0.00
Ryan Staub,Colorado,Ari,Colo,-,-,238,0.18,238,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,UAB,UAB,-,-,239,0.17,240,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Emory Williams,Miami,Lou,Mia-Fl,-,-,240,0.17,239,0.17,7.00,0.00,0.00,11.1,-1.13,0.38,-3.0,0.00
Haden Carlson,Florida International,UTEP,FIU,-,-,241,0.04,241,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
Clay Millen,Florida,Kty,Kty,-,-,242,0.00,242,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00
